country_id ,country_name,notice_period,healthcare,other_benefits,employer_id,employer_name,employer_website,description,funding_stage,scale_up_xp,smb_customers,b2c_customers,last_funding_amount,industry,team_size,eng_team_size,tech_chalenges,employer_backend_stack,employer_frontend_stack ,tools_text ,architecture,dev_ops,,,company,current_employer?,experience_employer_id,experience_user_id,user_id,linkedin_profile,first_name,last_name,Type,seniority ,job,user_country_id,email,password,city,total_years_xp,next_jobs,english_fluent?,user_backend_stack 🚧,user_frontend_stack 🚧,years_xp_per_stack ,expected_wage,area_median_wage,full_remote_only,university,timezone,employed_more_one_year,current_job_tenure (years),empl. start_year,user_customer_id,tech_recruiter?,customer_id,customer_name,req_customer_id,req_id,req_title,,,,,,,,,,,email_template 
,,,,,,,,,,,,,,,,,,,,,,,,,ComparaOnline ,true,7,57,57,https://www.linkedin.com/in/javierlara1989,Javier,Lara,Backend,Senior,Backend Developer ,1,57@gmail.com,57@gmail.com,Santiago 🇨🇱,5+ years xp,"Senior Backend engineer, Tech lead",,,,,"$55,000","$50,000",true,,,true,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,ComparaOnline ,true,7,58,58,https://www.linkedin.com/in/felipe-riveras-silva-724a9a110,Felipe,Riveras Silva,Backend ,,Backend Engineer ,1,58@gmail.com,58@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,ComparaOnline ,true,7,59,59,https://www.linkedin.com/in/fabian-vera-27919730,Fabian,Vera,Frontend,,Frontend Developer,1,59@gmail.com,59@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,ComparaOnline ,true,7,60,60,https://www.linkedin.com/in/suarezcumare,Tony,Suarez,Backend ,,IT Manager ,1,60@gmail.com,60@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,ComparaOnline ,true,7,61,61,https://www.linkedin.com/in/gonzalo-sanchez-molina-1a2595108,Gonzalo,Sanchez Molina,Full Stack,,Full Stack Developer,1,61@gmail.com,61@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,ComparaOnline ,true,7,62,62,https://www.linkedin.com/in/bernardo-arancibia-araos-a8417723,Bernardo,Arancibia Araos,Backend ,,Web Developer,1,62@gmail.com,62@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,63,63,https://www.linkedin.com/in/saratscheff,Pedro,Saratscheff,Full Stack,,Sofware developer,1,63@gmail.com,63@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,64,64,https://www.linkedin.com/in/jfweitz,Juan,Francisco Weitz,Full Stack,,Principal Software Engineer,1,64@gmail.com,64@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,65,65,https://www.linkedin.com/in/reyesdejong,Esteban,Dirk Reyes de Jong,Full Stack/Data,,Software Developer,1,65@gmail.com,65@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,66,66,https://www.linkedin.com/in/mihurtado,Matias,Hurtado,Full Stack,,Software Engineer,1,66@gmail.com,66@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,67,67,https://www.linkedin.com/in/daquiroz,Daniela,Quiroz Olguín,Full Stack,,Software Developer,1,67@gmail.com,67@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,68,68,https://www.linkedin.com/in/apimentelr,Alejandro,Pimentel,Full Stack,,Software Engineer,1,68@gmail.com,68@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,69,69,https://www.linkedin.com/in/daniel-martinez-valenzuela,Daniel,Martínez,Full Stack,,Software Engineer,1,69@gmail.com,69@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,70,70,https://www.linkedin.com/in/bgmacias,Boris,Gonzalez,Full Stack,Senior,Software Developer,1,70@gmail.com,70@gmail.com,Santiago 🇨🇱,5+ years xp,"Senior Backend engineer, Tech lead",,,,,"$55,000","$50,000",true,,,true,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,71,71,https://www.linkedin.com/in/oaestay,Óscar,Estay Espínola,Full Stack,,Developer ,1,71@gmail.com,71@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,72,72,https://www.linkedin.com/in/edu-tapia,Eduardo,Tapia,Backend,,Ruby on Rails Developer,1,72@gmail.com,72@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,73,73,https://www.linkedin.com/in/teresabracamonte,Teresa,Bracamonte,Data ,,Data engineer,1,73@gmail.com,73@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,74,74,https://www.linkedin.com/in/geraldinemonsalve,Geraldine,Monsalve Santander,Full Stack,,Developer ,1,74@gmail.com,74@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Fintual,true,8,75,75,https://www.linkedin.com/in/nicolas-campos,Nicolás,Campos Emperiale,Full Stack,,Developer,1,75@gmail.com,75@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,76,76,https://www.linkedin.com/in/nicolasdamelio,Nicolas,D'Amelio,Backend ,,Head of Architecture,1,76@gmail.com,76@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,77,77,https://www.linkedin.com/in/pedro-pico-760894109,Pedro,Pico,Frontend,,Frontend Tech lead,1,77@gmail.com,77@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,78,78,https://www.linkedin.com/in/danilo-andres-ferreira-barra,Danilo,Andrés Ferreira Barra,Full Stack,,Software developer ,1,78@gmail.com,78@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,79,79,https://www.linkedin.com/in/francelys-heredia-526889a2,Francelys,Heredia,Backend,Senior,Software developer,1,79@gmail.com,79@gmail.com,Santiago 🇨🇱,5+ years xp,"Senior Backend engineer, Tech lead",,,,,"$55,000","$50,000",true,,,true,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,80,80,https://www.linkedin.com/in/javier-sarmiento-sastriques,Javier,Sarmiento Sastriques,Frontend,,Front End Tech lead ,1,80@gmail.com,80@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,81,81,https://www.linkedin.com/in/patrick-antoine-concha-91266a70,Patrick,Antoine Concha,Growth,,Growth Web Developer,1,81@gmail.com,81@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,82,82,https://www.linkedin.com/in/leceal,Leopoldo,Soto,Backend,Senior,Backend developer,1,82@gmail.com,82@gmail.com,Santiago 🇨🇱,7+ years xp,"Senior Backend engineer, Tech lead, Manager",,,,,"$60,000","$55,000",true,,,true,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Global 66,true,9,83,83,https://www.linkedin.com/in/diego-gallardo-l%C3%B3pez-3590b174,Diego,Gallardo López,Cybersecurity,,Tech Head of Cybersecurity ,1,83@gmail.com,83@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,84,84,https://www.linkedin.com/in/sebastianiturra,Sebastián,Iturra Valdés,Manager,Senior,Lead Engineer ,1,84@gmail.com,84@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,85,85,https://www.linkedin.com/in/daniel-merrill,Daniel,Merrill,Manager,Senior,Sr Lead Software Engineer,1,85@gmail.com,85@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,86,86,https://www.linkedin.com/in/gabriel-wurman-ventura-26640382,Gabriel,Wurman Ventura,Manager,Senior,Sr Lead Developer ,1,86@gmail.com,86@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,87,87,https://www.linkedin.com/in/felipesuazocl,Felipe,Suazo,Full Stack,Senior,Sr Software Engineer ,1,87@gmail.com,87@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,88,88,https://www.linkedin.com/in/hectorpinero,Hector,Piñero,Full Stack,Senior,Lead Software Engineer ,1,88@gmail.com,88@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,89,89,https://www.linkedin.com/in/renemujica,René,Mujica Moreau,Backend,Senior,Lead Software Engineer,1,89@gmail.com,89@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,90,90,https://www.linkedin.com/in/javier-rodriguez-quintana-47b4108a,Javier,Rodriguez Quintana,Backend,Senior,Lead Software Engineer,1,90@gmail.com,90@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,91,91,https://www.linkedin.com/in/pierodivasto,Piero,A. Divasto Martínez,Full Stack ,Senior,Lead Software Engineer ,1,91@gmail.com,91@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,92,92,https://www.linkedin.com/in/javier-letelier-ruiz-28456b12a,Javier,Letelier Ruiz,Manager,Senior,Engineering director ,1,92@gmail.com,92@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,93,93,https://www.linkedin.com/in/jjgumuciol,José,Joaquín Gumucio Labbé,Full Stack,Senior,Fullstack Engineer,1,93@gmail.com,93@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,94,94,https://www.linkedin.com/in/christian-gaggero,Christian,Gaggero,Full Stack,Mid-Senior,Software Engineer,1,94@gmail.com,94@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,95,95,https://www.linkedin.com/in/raimundo-carmona-penna-40a66215b,Raimundo,Carmona Penna,Backend,Mid-Senior,Software Engineer,1,95@gmail.com,95@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,96,96,https://www.linkedin.com/in/carlos-molina-beltran,Carlos,Molina Beltran,Full Stack,Mid-Senior,Sr Software Engineer,1,96@gmail.com,96@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,97,97,https://www.linkedin.com/in/nicol%C3%A1s-masnovo-72497165,Nicolás,Masnovo,Frontend,Senior,Sr. Software Engineer,1,97@gmail.com,97@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Justo,true,10,98,98,https://www.linkedin.com/in/juan-carlos-sardin,Juan,Ca Sardin Avendaño,Full Stack,Senior,Sr Software Engineer,1,98@gmail.com,98@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,99,99,https://www.linkedin.com/in/felipe-rodriguez-56ab18b8,Felipe,Rodriguez,Full Stack,Senior,Software Engineer,1,99@gmail.com,99@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,100,100,https://www.linkedin.com/in/fermandois,Agustin,Fermandois,Full Stack,Mid-Senior,Software Engineer ,1,100@gmail.com,100@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,101,101,https://www.linkedin.com/in/gomezignacio,Ignacio,Gómez Espinoza,Mobile,Senior,Software Engineer Manager ,1,101@gmail.com,101@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,102,102,https://www.linkedin.com/in/hizaguirre,Heilein,Izaguirre,Backend,Senior,Software Engineer ,1,102@gmail.com,102@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,103,103,https://www.linkedin.com/in/gonzalo-garc%C3%ADa-galleguillos-6a8767102,Gonzalo,García Galleguillos,Backend,Mid-Senior,Software Engineer ,1,103@gmail.com,103@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,104,104,https://www.linkedin.com/in/francosep,Franco,Sepúlveda Pantoja,Full Stack,Mid-Senior,Software Engineer ,1,104@gmail.com,104@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,105,105,https://www.linkedin.com/in/matias-humud-a94146103,Matias,Humud,Backend,Mid-Senior,Sr Software engineer ,1,105@gmail.com,105@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,106,106,https://www.linkedin.com/in/emmonscarlos,Carlos,Emmons,Mobile,Senior,Android Software Engineer,1,106@gmail.com,106@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,107,107,https://www.linkedin.com/in/mat%C3%ADas-valenzuela-fuentes-63a12b181,Matías,Valenzuela Fuentes,Backend,Mid-Senior,Software engineer ,1,107@gmail.com,107@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,108,108,https://www.linkedin.com/in/matusfelipe,Felipe,Matus D'Aurora,Mobile,Mid-Senior,Software engineer ,1,108@gmail.com,108@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,109,109,https://www.linkedin.com/in/andy-torres-353603147,Andy,Torres,Mobile,Mid-Senior,Software Engineer ,1,109@gmail.com,109@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,110,110,https://www.linkedin.com/in/pibarra-12,Pablo,Ibarra ,Backend ,Mid-Senior,Cloud Engineer ,1,110@gmail.com,110@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mach,true,11,111,111,https://www.linkedin.com/in/cristorb,Cristóbal,Rojas Bustos,DevOps,Senior,Sofware engineer ,1,111@gmail.com,111@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,112,112,https://www.linkedin.com/in/carlos-ruiz-425a4a104,Carlos,Ruiz,Full Stack ,Senior ,Full Stack Engineer,1,112@gmail.com,112@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,113,113,https://www.linkedin.com/in/alejandro-soto-gonzalez-0a763a109,Alejandro,Soto Gonzalez,Full Stack ,Senior ,Full Stack Developer ,1,113@gmail.com,113@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,114,114,https://www.linkedin.com/in/alejandro-jil-maturana,Alejandro,Jil Maturana,Full Stack ,Senior,Senior Developer,1,114@gmail.com,114@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,115,115,https://www.linkedin.com/in/leonardoloyo,Leonardo,Antonio Loyo,Full Stack ,Senior,Full-stack Developer ,1,115@gmail.com,115@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,116,116,https://www.linkedin.com/in/javiera-belen-mella-lagos,Javiera,Belén Mella Lagos,Full Stack ,Senior ,Developer ,1,116@gmail.com,116@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,117,117,https://www.linkedin.com/in/jos%C3%A9-leonardo-diaz-1203b866,José,Leonardo Diaz,Full Stack ,Senior ,FullStack developer ,1,117@gmail.com,117@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,118,118,https://www.linkedin.com/in/mkogodoy,Marco,Godoy Lema,Manager,Senior,Lead Developer,1,118@gmail.com,118@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mediastream,true,12,119,119,https://www.linkedin.com/in/bbelmar,Boris,Belmar Muñoz,Frontend,Senior,Frontend Developer ,1,119@gmail.com,119@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Poliglota,true,13,120,120,https://www.linkedin.com/in/rudyard-fuster-07b54995,Rudyard,Fuster,Backend ,Senior ,Web developer ,1,120@gmail.com,120@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Poliglota,true,13,121,121,https://www.linkedin.com/in/dinko-azema,dinko,azema,Backend ,Mid-Senior ,Tech Lead ,1,121@gmail.com,121@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Poliglota,true,13,122,122,https://www.linkedin.com/in/mhuichamanb,Miguel,Huichamán Briceño,Backend ,Mid-Senior ,Backend developer ,1,122@gmail.com,122@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Poliglota,true,13,123,123,https://www.linkedin.com/in/samuel-cea-torres-322670153,Samuel,Cea Torres,Backend ,Mid-Senior ,Backend Engineer,1,123@gmail.com,123@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,124,124,https://www.linkedin.com/in/felipeaxtell,Felipe,Axtell,Full Stack ,Mid-Senior,Full-stack Developer ,1,124@gmail.com,124@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,125,125,https://www.linkedin.com/in/mariafmalave,María,Francis Malavé,Full Stack ,Mid-Senior,FullStack developer ,1,125@gmail.com,125@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,126,126,https://www.linkedin.com/in/germ%C3%A1n-reyes,Germán,Reyes Donoso,Frontend,Mid-Senior,Front-end developer,1,126@gmail.com,126@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,127,127,https://www.linkedin.com/in/carlos-azocar-414746119,Carlos,Azocar,Frontend,Senior ,Lead Frontend Developer ,1,127@gmail.com,127@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,128,128,https://www.linkedin.com/in/jhoynerk,Jhoynerk,Caraballo,Backend ,Senior ,Team Lead Manager,1,128@gmail.com,128@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,129,129,https://www.linkedin.com/in/marioygalvezq,Mario,Gálvez,Full Stack ,Senior ,Fullstack Lead Developer ,1,129@gmail.com,129@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,130,130,https://www.linkedin.com/in/ariel-meri%C3%B1o-mena-47277ab5,Ariel,Meriño Mena,Backend ,Mid-Senior,Backend engineer ,1,130@gmail.com,130@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Rankmi ,true,14,131,131,https://www.linkedin.com/in/javier-carri%C3%B3n-8136361a1,Javier,Carrión,Full Stack ,Senior ,Full Stack Developer,1,131@gmail.com,131@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Recorrido,true,15,132,132,https://www.linkedin.com/in/osner,Osner,Rebette,Full Stack ,Senior,Full Stack Engineer,1,132@gmail.com,132@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Recorrido,true,15,133,133,https://www.linkedin.com/in/jorgefuentes-gk,Jorge,Fuentes,Full Stack ,Senior,Sr Full-stack Developer ,1,133@gmail.com,133@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Recorrido,true,15,134,134,https://www.linkedin.com/in/nicol%C3%A1s-pinilla-6abb7053,Nicolás,Pinilla,Full Stack ,Senior ,Sr Full Stack Developer,1,134@gmail.com,134@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,SimpliRoute ,true,16,135,135,https://www.linkedin.com/in/cgajardo,Carlos,Gajardo Maureira,Full Stack ,Senior ,Tech Lead,1,135@gmail.com,135@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,SimpliRoute ,true,16,136,136,https://www.linkedin.com/in/alexissaez,Alexis,Fabián Sáez Parra,Full Stack ,Senior ,Software Engineer,1,136@gmail.com,136@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,SimpliRoute ,true,16,137,137,https://www.linkedin.com/in/fabian-osvaldo-urrutia-olivares-833829a8,Fabian,Osvaldo Urrutia Olivares,Full Stack ,Senior ,Software Engineer ,1,137@gmail.com,137@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,SimpliRoute ,true,16,138,138,https://www.linkedin.com/in/jose-labrin-aliste,José,Labrín,-,Senior ,Developer,1,138@gmail.com,138@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
